Company,ReviewID,Rating,Review_Text
KPMG,1diig4ujr24ec000,5.0,"I loved every aspect of my internship at KPMG. From the first day onwards, I was learning new skills and being provided with opportunities to hone in on old ones. My coworkers were all very fun and supportive of me, each other, and the firm as a whole."
KPMG,1f7kh66g5u3hk800,5.0,"Excelente empresa, muy profesional, muy buenas capacitaciones, muy buen ambiente, los salarios se hacen competitivos con el tiempo, pero hay que tener paciencia para alacanzarlos."
KPMG,1f7hlk64mu2ud800,2.0,Worked as a technical support specialist/Help desk technician st the NSC in St.Louis.  I was a contractor and worked there for about 6 months. I was told I would be hired on as a full time employee after 3 months but it was quickly apparent that that was not the case. Several other contractors had been working there for over a year and still had not been converted to full time employees with benefits. It seems crazy to work for a company for a year plus and not have decent benefits or pto because you’re a contractor. And it became pretty clear that I would be in that position for a while.
KPMG,1f7dc94op3kis000,5.0,"Great place to work and to start your career. A lot of pressure as usual in a Big 4 consulting firm. Little work/life balance, but at least the salary is decent."
KPMG,1f797ovhgu2ud800,4.0,"Great place to start your career at. But staying long term is not for everyone. There are tons of learning opportunities and if you are a go-getter and high-achiever (and can work A LOT), you will do great here. The work can be a bit too demanding and stressful for some, though."
KPMG,1f6pujkcn3obs000,4.0,"KPMG has been a great place for me to start my career. The management teams here have ensured that I am learning various skills that I receive exposure to many different clients and industries for my benefit. The company is extremely flexible when working to make sure that you are pursing the goals that you would like within the bounds of the jobs. There are times when I feel like I am being asked to, or are actively engaging in projects that call for more experience. In those cases I feel like I am being under compensated as I am doing work at a higher level than what I am being paid to do."
KPMG,1f6oggblis7es800,4.0,If you are willing to learn and grow then this is the company for you.  There are many opportunities to excel. It’s essential to be able to multitask as you will have many projects.  There will never be a dull day.
KPMG,1f6n342bdt5qv800,4.0,Job security. Flexibility ....Nationally standing up for inequalities...Great Perks...Decent Pay...Management needs to broaden their perspective. Advancement is very hard ..All remote position post covid
KPMG,1f675a7pg3ocs000,1.0,Was told the job was going to be for a minimum of a year.  Was cut loose just after 8 months.  I was banking on that last four months of employment.  I had multiple on going issues with payroll.  Not deducting taxes from check correctly.  Overall this is the worst place I have ever worked.  Would never take another position here if offered one again!!!!!!!!!!!!!!!!!
KPMG,1f61acl80s7lk800,5.0,Experience worth having. Every team is managed a bit differently. The culture is very strong and there’s a sense of belonging. The stress level is quite high through
KPMG,1f5ofabuosa39800,3.0,Not worth it. Long hours. Highly stressed environment once you’re promoted to senior. High performance culture. Typical political big 4 environment. Lots of networking events
KPMG,1f5mi53cgsaai800,4.0,"My position was in-house, examining and accounting for the US consulting operations, lots of hours of course, lots of humility needed as learning curve is steep, if you stick to it you’ll be amazed at your professional growth"
KPMG,1f5jl8g4eu2n1800,5.0,KPMG is a great place to work for professionals that are go getters and can succeed with little supervision. The firm enables you to grow as a person and professional in the same time. Everybody that I know is very friendly and willing to help.
