Company,ReviewID,Rating,Review_Text
Cozymeal,1ds35q5l747ku803,4.0,"Cozymeal has provided a unique experience which has allowed me to work on my skills as a food photographer and the flexibility to determine my hours based on my own availability. So far, Cozymeal's pay has been fair but you do not receive pay until the following month on the 15th which is extremely inconvenient. I have not received more than two shoots per month so I wouldn't call this  a part time job.rt"
Cozymeal,1ef60psmr3dkl000,1.0,Don’t believe the 6000-8000/ month.  That probably represents a TINY fraction of their Chefs.  I worked for months and had excellent customer reviews yet made around minimum wage.  I have over 10 years Restaurant Chef Experience.  I could elaborate- but why bother.  This IS a good learning and growth experience for newer  Chefs- but don’t expect to make real $.  Traveling Chef pay is very low.  IF you can teach larger classes at your restaurant or home AND they actually book you could possibly rely on this scheme for reliable income.
Cozymeal,1e7ddcf23o24m800,1.0,This is great for home cooks but not for professional chefs or private chefs and should be illegal to conduct dinners like this without meeting health codes. You are playing with your life and career when working or hiring some home chef without any professional training. I’m sure myself and other trained chefs would agree that it’s insulting to us. It’s a disgrace when people wake up and decide “oh I like to cook let me become a “chef”. Can we wake up and call purselves doctors?
Cozymeal,1e3q5kskgp3po805,1.0,"Although a great idea, the company takes entirely too much and constantly asks for more.  You are required to host parties of two and for the time, effort and money you end up in the negative yet Cozymeal takes a nice chunk of change and is unwilling to negotiate commission.   Having been a private chef to high net worth individuals for many years the pay scale from Cozymeal is a no go for me."
Cozymeal,1dkbfa81jh40l802,4.0,"As a part-time position, I have the flexibility to work around my schedule. The assignments are fun and interesting. The management is very responsive and supportive. I enjoy the creativity of this job the most."
Cozymeal,1dh26c8d6h3pe800,5.0,I really do love and enjoy working for cozymeal. You're basically your own boss and cozymeal helps you with most of the work. As a chef Instructor I get to turn my passion into money as well as meet different people all the time. I would highly recommend anyone interested in working for cozymeal to apply.
Cozymeal,1dgvgrvl7h3hq801,5.0,"Becoming a Cozymeal chef is one of the smartest decisions I have ever made. It is the perfect blend between cooking and instructing. As a Cozymeal chef, I am 100% in control of my calendar. I work when I am able to. I am able to travel across the DFW area and meet new people who are interested in sharing an interactive cooking experience with a trained professional. My platform within Cozymeal is to provide the most tailored fit experience for the customer, so their expectations are far exceeded. I ensure my customers have a day filled with cooking and tidbits of information to help increase their daily cooking. Filling a person with confidence to cook at home is worth its weight in gold. I encourage rolling the dice and seeing what all Cozymeal could hold for you."
Cozymeal,1dgsk3a0e5nde800,5.0,"I have been leading cooking classes with Cozymeal since November 2019.  This has been overwhelmingly a positive experience. I design the menu, I host the event and they bring you the leads/diners.  Cheffing with Cozymeal is not a full-time commitment, as you allot a set number of days that you're available to teach cooking classes to guests. The staff have been very supportive and always reply promptly to my questions. If you have a flexible schedule (especially if you're available on weekend evenings/afternoons), Cozymeal is a great way to flex your creative menu-making skills while connecting with new potential private clients. I love meeting new people and the flexibility to teach when/where I want. This is not a full-time restaurant gig and chefs should understand that before applying."
Cozymeal,1dgrf8jvv52tu800,5.0,"I have been a Chef with Cozymeal in the San Diego area for over 3 years now. Since teaching my very first class. I have considered myself very lucky to be a part of such a great company. I love the flexibility of Cozymeal. Allowing the Chef to make there own menu, pricing, and schedule. Cozymeal is a amazing concept that is only going to grow. If you are on the fence about giving it a shot. I would highly recommend this low-risk, big reward opportunity."
Cozymeal,1dgquieqjh44v800,5.0,"Freedom to create menu. Flexible schedule. Sometimes too much work, sometimes very few work."
Cozymeal,1dd5ggqgmh3v8800,5.0,Cozymeal gives me the possibility to meet new people and taste great dishes prepared by the best chefs in the city I live. I really enjoy this job cause it's fun and I am constantly evaluating all the chefs I photoshoot and their food.
Cozymeal,1d5nvaj94aqgk800,2.0,Just like working uber or Lyft. You do all the work take all the risks and company does very little. You are a commodity not an employee.
Cozymeal,1cvp5bfol1fdv000,5.0,My time at Cozymeal not only allowed me to sharpen my writing skills but it also fostered a very supportive environment that allowed me to pursue to a great deal of creative freedom.
Cozymeal,1c8id6h7fbrfta2d,5.0,"Great support and positive work environment,  Good compensation and terrific marketing plan for Chefs.  Great exposure to community, and excellent platform for demonstrating your skills."
Cozymeal,1bs9jmkfvb83i9h7,5.0,"Cozymeal, as a freelance contractor, was a great place to work. I worked many hours with the CEO and found him very clever and hardworking. He's kind but very business minded."
Embassy Suites by Hilton,1dcahlsphh3gh800,3.0,good i will work here for summer. Working hours are long
Embassy Suites by Hilton,1f7r4gfmo3gtf000,5.0,"Muy poco el salario, decidí renunciar por pago muy bajo, de resto el trabajo era muy bueno y gracias por la oportunidad"
Embassy Suites by Hilton,1f7mmtehqn59q800,5.0,"Embassy Suites is a great company to work for! Competitive rates, flexible schedules and many opportunities for advancement. Their Make A Difference and Make it Right culture has helped me to provide outstanding service to guests and continue to be a team player and help out where needed!!"
Embassy Suites by Hilton,1f7gvhb63t3q7800,5.0,"On a typical day, I would check people in, help with luggage, troubleshoot issues that may arise, and make sure guests had everything needed for a comfortable stay. I like this company very much"
Embassy Suites by Hilton,1f72dq8k1o1dh800,4.0,"Reception attendant as my first job, loved the team I worked with and the bosses were all kind. We even volunteered as a team a few times as well, would recommend"
Embassy Suites by Hilton,1f6q5u83uhijp800,5.0,"Working at the front desk helped me grow thick skin abd become confident with talking to strangers. Very rewarding job. Responsibilites included making reservations over the phone, online, and in person. Respond to any conflicts from in house guest, and much much more. During slower times, I was able to sit and use my phone. Free embassy breakfast too! If I wasant relocating to another city, I would have stayed here for years."
Embassy Suites by Hilton,1f6oiitna3obs000,4.0,People are great to work with and plenty of opportunities for advancement if hospitality industry is where you want to be.  Work life balance can be hard.
Embassy Suites by Hilton,1f6o6c86ns9vq800,1.0,Very disappointed with how HEI handled their employees since COVID. I haven’t spoken with the new General Manager EVER. I’ve been “furloughed” for over a year with absolutely no communication from upper management.
Embassy Suites by Hilton,1f6fik1pm3ocs000,1.0,"There's a lot of ""this is the way we've always done it. There is a cast of hardstuck unmotivated managers that make working there difficult. The staff constantly takes advantage of this and it is hard to accomplish things."
Embassy Suites by Hilton,1f65s84s73ocs000,3.0,"Nice company to work for on a part time basis. Coworkers were family so working events and other shifts were fun. There’s always food and entertainment so it’s always interesting, even when you don’t know what you’ll be walking in to."
Embassy Suites by Hilton,1f5p7krqtsa39800,5.0,It is incredible company to work for in many ways and if you looking forward to have great benefits Embassy Suites by Hilton it is the best !
Embassy Suites by Hilton,1f5j039enu2n1800,1.0,Room filters hadn’t been changed in over a year and a half. Mold inside of every toilet tank. If you peel the wallpaper off behind the TVs the drywall is covered in mold. Corporate does not pay vendors. The absolute worst company to work for
Embassy Suites by Hilton,1f4vbqrjsu392800,5.0,Being very productive an having a positive attitude like working with people very dependable.Im very outgoing like working.Im very respectful i like to try new things.
Embassy Suites by Hilton,1f4f58efqt5m6800,5.0,Great leadership and pay along with discounts on hotels if you love to travel. Management works very hard and will not ask you to do something that they won’t do. Coworkers are easy to get along with as well.
Embassy Suites by Hilton,1f4166hvmu1vt800,5.0,"Overall it was nice working there. Most of the people were nice and they did their best to make the employees feel appreciated. When covid hit positions were lost but if I had an opportunity to work there again, I would."
Embassy Suites by Hilton,1f40fuhj6u1vt800,3.0,"low pay, not sure if ownership changed but the amount of stress was not worth my health, there was a high turnover with different staff and knew the reason why"
Embassy Suites by Hilton,1f3m86noa3guf000,5.0,I loved working for Hilton. It was fun and every day was different. Guests were nice and the staff was like one big happy(mostly) family. I would definitely work there again.
Embassy Suites by Hilton,1f2s6ves7him2800,5.0,"This was my 2nd hospitality job and I learned so much. In just 18 months, I trained in almost every department and trained other people in my department. I was given space to take initiative and make suggestions for my manager and GM. I felt they were really invested in my success. Pay wasn’t great but the environment management created was enough for me to stay."
Embassy Suites by Hilton,1f2pm401ru1v3800,4.0,"Very fast paced environment, you learn quickly. Management is okay, they will overwork you just beware! And not enough pay either. And get the worst type of customers since it’s so affordable."
Embassy Suites by Hilton,1f2lg3q96him2800,1.0,No advancement for this job expected to work a lot for $11 maximum. You can only advance if you have a bachelors degree in hospitality in restaurant management.
Embassy Suites by Hilton,1f2l02fbuu1v3800,1.0,Very unorganized. No one knows anything. Management is not interested in listening to suggestions from their employees. Never worked for a company thst is so unorganized.
Embassy Suites by Hilton,1dcahlsphh3gh800,3.0,good i will work here for summer. Working hours are long
Embassy Suites by Hilton,1f1is1880u40q800,1.0,The management is the worst I have ever worked for. Disorganized and unsupportive in all aspects. Unable to make any money there. This franchisee is having serious financial trouble. Stay away.
Embassy Suites by Hilton,1f1aoa299n53l800,3.0,"I applied on Indeed and was hired on the spot, and started a week later. Unfortunately I only lasted 5 days because the level of unprofessionalism in the Houskeeping department was almost appalling. I had no training whatsoever, the only employees there have no positive energy because of the environment provided for them. They have such a high turnover that the head of housekeeping has only been there for 4 months, and they have a hard time keeping employees as they keep pushing them out with their morning pep-talks of ""Leave if you can't do the job"""
Embassy Suites by Hilton,1f0gmtlvtn54g800,4.0,"A decent place to work. The manager however was not very nice.who expected you to climb mount everest without oxygen then get mad when u pass out from lack of oxygen. Other than that, it was good."
Embassy Suites by Hilton,1f0g5raojo1hv800,1.0,They retaliate and are very childish upset them and your on their bad list they purposely ignore/avoid employees if they’re upset with you they promise you positions but nothing ever happens
Embassy Suites by Hilton,1f01tt1vcu4d4801,4.0,Dinner time rush was not to bad but when it came time to acctulay be busy you would be the only one in the entire kitchen. Many times I was there way past my out time since there was no dishwasher at times and I was forced to clean for banquets and the line while cooking and closing.
Embassy Suites by Hilton,1evv636b5u1sg800,3.0,"Loved working in my department. But Higher management was horrible. Each department felt like they hated eachother. No room for advancement. Messed up paychecks, overworked"
Embassy Suites by Hilton,1ev0eeruvn55l800,5.0,I truly enjoy working here and they have a family environment what's a lot of employees having 10 plus years at the company.  Not a lot of room for advancement.
Embassy Suites by Hilton,1euu0k0qen55l800,2.0,"It's unorganized, they don't tell you anything and they expect you to know information they keep to themselves. They don't care if they over work you and they expect you to help other departments but don't require other departments help you."
Embassy Suites by Hilton,1eur2nc8gu1ib800,3.0,I spent more time defending myself and explaining that I am doing my job here than actually doing my job. Security management put a lot of energy toward proving that I was not doing a job that I was indeed doing. They also expect security to engage suspects in the middle of the night unarmed.
Embassy Suites by Hilton,1eume91edu1ki800,5.0,Head house keeper it was nice to work for embassy suite it wasn't bad at all I had a good time at embassy suites but when I got hurt they gave me workman's comp that's why I went to another job but it was not bad at all
Embassy Suites by Hilton,1eueaob65u1ki800,1.0,"This place is very beautiful. But the people within aren’t as supportive. I’ve been there for two years and I’ve never worked at a place with no structure at all. I’m just there to be there, which I’ve never thought I would feel."
Embassy Suites by Hilton,1eudsuv99u1ib800,5.0,I over all enjoyed my time there and would highly recommend it as a career. I happened to be there during the beginning of Covid and they closed completely or I would still be working at Embassy.
Embassy Suites by Hilton,1eu4kihd4t48m800,3.0,"Pay was not great, but you get a chance for a small raise every six months. I did not collect health insurance benefits from this place personally, but my coworkers who did said the coverage was mediocre at best. Never enough staff to meet the demands of the job."
Embassy Suites by Hilton,1etn8qk7bt48m800,5.0,Managers really focus on the growth and development of their teams. They are accommodating to personal needs really support you. Your department leaders are willing to work with you and know that if you are at your best you will work your best.
Embassy Suites by Hilton,1etmsdflqu312800,4.0,I would say the workers stand out because everyone works diligently. For me it's the guests because i try to build a rapport with them and the majority of them are very nice.
Embassy Suites by Hilton,1etmbddcht48m800,4.0,I love working there at first until a new person can along and didn't work as a team player but pointing fingers at others and always sit in office and didn't help
Embassy Suites by Hilton,1etijtshfu221800,3.0,"This was one of the first places I worked at, and it was a good starting point. Busy and I got to meet a lot of different people. Pay could’ve been better, but overall it wasn’t too bad. It was brand new at the time, so we were typically understaffed and management wasn’t too helpful."
Embassy Suites by Hilton,1etadieplu1lf800,5.0,"Great company to work for. A family environment. Management cares about it's staff. Many people there have been affected by the pandemic, but before them, many had been with us for 20+ years."
Embassy Suites by Hilton,1et31mjk4p113800,3.0,"It could get really busy and tough at times, but the staff is well train during my time there that we supported each no matter what. The employee's are what made the hotel run smoothly,"
Embassy Suites by Hilton,1et2bs56i3kkj000,4.0,"There a bunch of Chinese And women A lot of kids Ver Friendly , love the cook banquets plenty of money never have to worry another uniform even if your across the team"
Embassy Suites by Hilton,1dcahlsphh3gh800,3.0,good i will work here for summer. Working hours are long
Embassy Suites by Hilton,1et05iql8u1n1800,2.0,All middle management is an immediate or extended relative of the General Manager so you'll never move up regardless of your superior job performance.
Embassy Suites by Hilton,1esqi1c1vt4lr800,3.0,"It's a pretty cool place to work. I like most of the people. Pay isn't bad when we have events. Biggest complaint will obviously be people in power (GM of hotel, managers, etc.) They definitely have their favorites and they are not shy about showing it."
Embassy Suites by Hilton,1esjgh9c5npic800,5.0,There is always work to be done. I can stay busy at work   I really enjoy staying busy and completing a project in a timely manner. All employees are wonderful to work with. Embassy Suites Atrium Hospitality treat their employees with respect
Embassy Suites by Hilton,1esggvsv5t4l7800,5.0,"As a former employee, when I worked there I loved the team.  Management was fair and understanding. Goals and targets were difficult but achievable.  The management company dictates the level of pressure and when I worked there it was manageable."
Embassy Suites by Hilton,1esb24huhu418800,4.0,"I liked working here while going to school, fairly low stress. I only got one 20 cent raise in the two years that i worked there. Scheduling was always worked with."
Embassy Suites by Hilton,1es1viac13ogl000,1.0,"- Keep in mind that this includes before the hotel opening, during, and after. -"
Embassy Suites by Hilton,1erjesl4ksa99800,4.0,Working here allows you to meet new people and annual regulars. A lot of conventions happen at this location so you get to have an on going relationship with customers that come every year to events.
Embassy Suites by Hilton,1erc5dokqsa99800,5.0,Since covid 19 I have lost my job at the hotel I wish to go back i miss everyone and I loved doing my job I really miss the guest and everyone i worked with
Embassy Suites by Hilton,1er53bntbsa97800,5.0,"Keeps busy everyone was great to work with, management was great, employees. Just the hours not enough hours, free lunches, fairness, consideration. I loved it"
Embassy Suites by Hilton,1eqc4hntfu35m800,4.0,The short amount of time that I did work for this organization everything was great. Learned new ways and how to do things that I didn't learn in school.
Embassy Suites by Hilton,1eq9ih8qju49m800,2.0,I was hired as a pantry cook which I thought I would be on the line but I wasn’t. I was mostly in banquets which I didn’t mind but I wasn’t really doing the cooking. I had no idea that I would work in the concession stand which is not in the job description. We never got off on which made things difficult to send time with people. I was told to think of the schedule as a guide line. One of my coworkers went on my phone and turn off my music which I was forced to listen to there music.
Embassy Suites by Hilton,1eq9c376nu49m800,5.0,I loved my time at Embassy. The team was great. We all got along and we’re supported but our manger and GM. It was a hotel so yeah dealing with guest could be stressful but I was supported by my mangers.
Embassy Suites by Hilton,1eq92cmi1u49m800,5.0,Good pay and hours. Friendly competition workers and happy work place. It's fast paced. Very professional work environment. Very nice supervisor.
Embassy Suites by Hilton,1epnqknd1u35m800,3.0,They try to work with you on scheduling.  Not sure now how they operate now.  Pay is lower then others on tower rd. I sho his of had s higher salary because I had over 30 yrs in the industry. Wasn't offered benefits because I was part time.
Embassy Suites by Hilton,1epfhrocmu38g800,3.0,Was a great place to work until they decided to change all management. Then everything fell apart. Horrible management which resulted in a bunch of people leaving.
Embassy Suites by Hilton,1ep5f61s52v69000,4.0,Just have long hours and no proper training they don’t communicate well at all  very high turnover rate  and  sometimes you have to stay late even if your done with your room
Embassy Suites by Hilton,1eoprbn15u1e3800,3.0,I spent several days in different departments. Overall the job is demanding and the industry needs updating in safety and job culture. Not well paid
Embassy Suites by Hilton,1eoiq8b91u1e3800,5.0,Great place to work. I meet many people from around the world and still keep in touch with some. I dropped groups and families off to local attractions and recommended things to them that family's would enjoy. The only downside would be when multiple phone calls would come at the same time for pickup.
Embassy Suites by Hilton,1eofonnokocq7800,5.0,It is a really good company who cares about the worker. The management here could be better but overall it is working and working pretty well. Its a good place.
Embassy Suites by Hilton,1enumsrnpo15h800,1.0,They really dont pay well and they over work you just so they dont have to hire more people. Drama is always going on and they dont value their employees.
Embassy Suites by Hilton,1dcahlsphh3gh800,3.0,good i will work here for summer. Working hours are long
